run.
Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   
  19    6.806916e-08   2.575134e-05   2.128180e-02   22        20        1         0         67268     
  20    4.064950e-08   9.523714e-06   7.003003e-03   23        21        1         0         70357     
  21    3.479869e-08   2.384008e-06   2.707112e-03   24        22        1         0         73536     
  22    3.408311e-08   1.874191e-06   6.184713e-04   25        23        1         0         76760     
  23    3.307340e-08   2.815320e-06   8.135152e-04   26        24        1         0         79978     
  24    3.010968e-08   5.448878e-06   2.670569e-03   27        25        1         0         83172     
  25    2.408824e-08   8.577403e-06   6.162018e-03   28        26        1         0         86330     
  26    1.395597e-08   1.014049e-05   1.189359e-02   29        27        1         0         89461     
  27    1.022544e-08   1.149650e-05   7.625659e-03   31        28        2         0         94796     
  28    2.277255e-09   5.104860e-06   9.767060e-03   32        29        1         0         97945     
  29    5.149857e-10   1.260333e-06   1.158765e-03   33        30        1         0         101097    
  30    3.189302e-10   3.959523e-07   9.481235e-04   34        31        1         0         104357    
  31    2.901482e-10   4.245948e-07   2.232215e-04   35        32        1         0         106739    
  32    1.798827e-10   4.594496e-07   6.169789e-04   36        33        1         0         109082    
  33    1.464399e-10   5.599037e-07   3.658549e-04   38        34        2         0         114681    
  34    1.056443e-10   1.882290e-07   3.849340e-04   39        35        1         0         117902    
  35    9.699955e-11   8.178164e-08   2.499374e-04   40        36        1         0         120257    
  36    9.465992e-11   8.363320e-08   1.028636e-04   41        37        1         0         122666    
  37    9.305867e-11   6.087793e-08   5.343074e-05   42        38        1         0         125036    
  38    9.166833e-11   4.903686e-08   7.088729e-05   43        39        1         0         127445    
  39    9.000796e-11   7.924821e-08   1.013392e-04   44        40        1         0         129863    
  40    8.750385e-11   1.164777e-07   1.429184e-04   45        41        1         0         132287    
  41    8.399356e-11   1.143587e-07   2.306282e-04   46        42        1         0         134660    
  42    8.292153e-11   1.211250e-07   2.093834e-04   47        43        1         0         137063    
  43    8.161941e-11   2.902609e-08   5.535040e-05   48        44        1         0         139493    
  44    8.141056e-11   2.386071e-08   3.154451e-05   49        45        1         0         141941    
  45    8.113873e-11   3.686374e-08   3.073927e-05   50        46        1         0         144374    
  46    8.032930e-11   7.176381e-08   7.562436e-05   51        47        1         0         146765    
  47    7.835539e-11   1.277663e-07   1.822330e-04   52        48        1         0         149156    
  48    7.344134e-11   2.118001e-07   4.797545e-04   53        49        1         0         151541    
  49    6.275661e-11   3.093501e-07   1.123182e-03   54        50        1         0         153920    
  50    4.453499e-11   3.580675e-07   2.104570e-03   55        51        1         0         156296    
  51    2.490172e-11   2.672675e-07   2.477126e-03   56        52        1         0         158654    
  52    1.678514e-11   1.573649e-07   1.375913e-03   57        53        1         0         161045    
  53    1.345381e-11   2.527593e-08   1.424033e-04   58        54        1         0         164401    
  54    1.307358e-11   3.090574e-08   2.918204e-04   59        55        1         0         166834    
  55    1.248856e-11   3.756525e-08   1.774655e-04   60        56        1         0         169282    
  56    1.010731e-11   7.857953e-08   3.865497e-04   61        57        1         0         171694    
  57    7.369570e-12   7.311057e-08   3.213693e-04   62        58        1         0         174097    
  58    4.848925e-12   4.985305e-08   6.330898e-04   63        59        1         0         176485    
  59    3.669975e-12   2.223963e-08   8.184103e-04   64        60        1         0         178891    
  60    3.578276e-12   6.693287e-09   1.433760e-04   65        61        1         0         181318    
  61    3.572496e-12   2.662492e-09   1.125176e-05   66        62        1         0         183820    
  62    3.570190e-12   2.679631e-09   4.969736e-06   67        63        1         0         186376    
  63    3.563757e-12   4.296265e-09   8.090052e-06   68        64        1         0         188866    
  64    3.545615e-12   8.202232e-09   1.639295e-05   69        65        1         0         191341    
  65    3.502402e-12   1.414273e-08   3.458128e-05   70        66        1         0         193798    
  66    3.409569e-12   2.100796e-08   7.555897e-05   71        67        1         0         196243    
  67    3.264333e-12   2.358755e-08   1.302785e-04   72        68        1         0         198688    
  68    3.183839e-12   2.798738e-08   1.634931e-04   73        69        1         0         201121    
  69    3.079417e-12   9.693111e-09   3.839700e-05   74        70        1         0         203575    
  70    3.050898e-12   2.207454e-09   1.906849e-05   75        71        1         0         206041    
  71    3.043951e-12   4.060211e-09   1.006771e-05   76        72        1         0         208534    
  72    3.031847e-12   7.531561e-09   1.455089e-05   77        73        1         0         211027    
  73    3.000977e-12   1.339012e-08   3.417468e-05   78        74        1         0         213499    
  74    2.924176e-12   2.235926e-08   8.821179e-05   79        75        1         0         215956    
  75    2.739973e-12   3.488305e-08   2.263401e-04   80        76        1         0         218416    
  76    2.359619e-12   4.760117e-08   5.056915e-04   81        77        1         0         220867    
  77    1.785070e-12   4.927275e-08   8.456996e-04   82        78        1         0         223312    
  78    1.168227e-12   3.661840e-08   1.180205e-03   83        79        1         0         225742    
  79    6.049653e-13   1.155864e-08   7.204578e-04   84        80        1         0         228151    
  80    3.769849e-13   1.489862e-08   1.694132e-04   85        81        1         0         230605    
  81    2.934105e-13   1.896360e-08   9.068910e-05   86        82        1         0         233089    
  82    1.757353e-13   1.722757e-08   1.449627e-04   87        83        1         0         235534    
  83    8.879578e-14   9.785251e-09   2.219165e-04   88        84        1         0         237937    
  84    6.822468e-14   2.011426e-09   1.733280e-04   89        85        1         0         240409    
  85    6.622666e-14   2.164211e-10   2.321467e-05   90        86        1         0         242929    
Optimization Terminated with Status: Converged
The process took 960.942 seconds to run.
Total n_vmult for algorithm 242929
